date,curve_spread,spread_change_bps,prob_high_vol,prob_low_vol,std_4y,regime,position_type,position_size,execution_style,daily_pnl,curve_pnl,carry_pnl
2012-02-01,0.018425073554928506,6.106919640988945,1.0,0.0,0.4197814207650273,high_uncertainty,bear_steepener,1.0,pay_spread,24.327678563955782,24.427678563955784,-0.1
2012-02-02,0.018080054815202,-3.4501873972650476,1.0,0.0,0.4185245901639344,high_uncertainty,bear_steepener,1.0,pay_spread,-13.90074958906019,-13.80074958906019,-0.1
2012-02-03,0.016805811289578296,-12.742435256237055,1.0,0.0,0.4172677595628415,high_uncertainty,bear_steepener,1.0,pay_spread,-51.06974102494822,-50.96974102494822,-0.1
2012-02-06,0.017438862170746,6.330508811677044,1.0,0.0,0.4134972677595628,high_uncertainty,bear_steepener,1.0,pay_spread,25.222035246708174,25.322035246708175,-0.1
2012-02-07,0.017822851661239106,3.8398949049310573,1.0,0.0,0.4298907103825137,high_uncertainty,bear_steepener,1.0,pay_spread,15.25957961972423,15.35957961972423,-0.1
2012-02-08,0.020083335011272796,22.604833500336902,1.0,0.0,0.4280327868852459,high_uncertainty,bear_steepener,1.0,pay_spread,90.31933400134761,90.41933400134761,-0.1
2012-02-09,0.022243561209429788,21.60226198156992,1.0,0.0,0.4281420765027322,high_uncertainty,bear_steepener,1.0,pay_spread,86.30904792627969,86.40904792627968,-0.1
2012-02-10,0.02078118520157249,-14.623760078572994,1.0,0.0,0.4375956284153005,high_uncertainty,bear_steepener,1.0,pay_spread,-58.59504031429198,-58.49504031429198,-0.1
2012-02-13,0.019480813834782187,-13.00371366790301,1.0,0.0,0.4463934426229508,high_uncertainty,bear_steepener,1.0,pay_spread,-52.11485467161204,-52.01485467161204,-0.1
2012-02-14,0.0180109282366588,-14.698855981233883,1.0,0.0,0.446311475409836,high_uncertainty,bear_steepener,1.0,pay_spread,-58.895423924935535,-58.795423924935534,-0.1
2012-02-15,0.0183970856444457,3.8615740778689958,1.0,0.0,0.4462295081967213,high_uncertainty,bear_steepener,1.0,pay_spread,15.346296311475983,15.446296311475983,-0.1
2012-02-16,0.0179833467364532,-4.137389079924975,1.0,0.0,0.434863387978142,high_uncertainty,bear_steepener,1.0,pay_spread,-16.6495563196999,-16.5495563196999,-0.1
2012-02-17,0.0185827126699272,5.99365933473997,1.0,0.0,0.4334426229508197,high_uncertainty,bear_steepener,1.0,pay_spread,23.87463733895988,23.97463733895988,-0.1
2012-02-22,0.017968408459150903,-6.143042107762953,1.0,0.0,0.424207650273224,high_uncertainty,bear_steepener,1.0,pay_spread,-24.672168431051812,-24.57216843105181,-0.1
2012-02-23,0.0195050965578438,15.366880986928955,1.0,0.0,0.4540983606557378,high_uncertainty,bear_steepener,1.0,pay_spread,61.36752394771582,61.46752394771582,-0.1
2012-02-24,0.020000879154983997,4.957825971401986,1.0,0.0,0.4609836065573769,high_uncertainty,bear_steepener,1.0,pay_spread,19.731303885607943,19.831303885607944,-0.1
2012-02-27,0.018431530700274687,-15.693484547093101,1.0,0.0,0.4589071038251366,high_uncertainty,bear_steepener,1.0,pay_spread,-62.873938188372406,-62.773938188372405,-0.1
2012-02-28,0.018517294092614198,0.8576339233951069,1.0,0.0,0.4587158469945354,high_uncertainty,bear_steepener,1.0,pay_spread,3.3305356935804276,3.4305356935804276,-0.1
2012-02-29,0.019429664976292005,9.123708836778071,1.0,0.0,0.4585245901639344,high_uncertainty,bear_steepener,1.0,pay_spread,36.394835347112284,36.494835347112286,-0.1
2012-03-01,0.020692201478061792,12.62536501769787,1.0,0.0,0.4,high_uncertainty,bear_steepener,1.0,pay_spread,50.40146007079148,50.50146007079148,-0.1
2012-03-02,0.021400866183713493,7.086647056517014,1.0,0.0,0.4,high_uncertainty,bear_steepener,1.0,pay_spread,28.246588226068056,28.346588226068057,-0.1
2012-03-05,0.019873339089344397,-15.275270943690966,1.0,0.0,0.4000000000000001,high_uncertainty,bear_steepener,1.0,pay_spread,-61.201083774763866,-61.101083774763865,-0.1
2012-03-06,0.018885159564172194,-9.88179525172203,1.0,0.0,0.4,high_uncertainty,bear_steepener,1.0,pay_spread,-39.62718100688812,-39.52718100688812,-0.1
2012-03-07,0.0194005202702823,5.153607061101074,1.0,0.0,0.4218306010928961,high_uncertainty,bear_steepener,1.0,pay_spread,20.514428244404293,20.614428244404294,-0.1
2012-03-08,0.021832970637277307,24.324503669950065,1.0,0.0,0.4218579234972677,high_uncertainty,bear_steepener,1.0,pay_spread,97.19801467980027,97.29801467980026,-0.1
2012-03-09,0.021386748115229004,-4.462225220483035,1.0,0.0,0.4137704918032786,high_uncertainty,bear_steepener,1.0,pay_spread,-17.94890088193214,-17.84890088193214,-0.1
2012-03-12,0.0223792960355549,9.925479203258952,1.0,0.0,0.3898360655737705,high_uncertainty,bear_steepener,1.0,pay_spread,39.60191681303581,39.70191681303581,-0.1
2012-03-13,0.022383206222566204,0.039101870113050774,1.0,0.0,0.3899726775956284,high_uncertainty,bear_steepener,1.0,pay_spread,0.05640748045220309,0.1564074804522031,-0.1
2012-03-14,0.024079723398800393,16.965171762341885,1.0,0.0,0.3821311475409836,high_uncertainty,bear_steepener,1.0,pay_spread,67.76068704936755,67.86068704936754,-0.1
2012-03-15,0.019295901568731594,-47.83821830068799,1.0,0.0,0.3602459016393442,high_uncertainty,bear_steepener,1.0,pay_spread,-191.45287320275196,-191.35287320275197,-0.1
2012-03-16,0.0199761026779028,6.8020110917120515,1.0,0.0,0.3624590163934426,high_uncertainty,bear_steepener,1.0,pay_spread,27.108044366848205,27.208044366848206,-0.1
2012-03-19,0.0190641353599577,-9.119673179451004,1.0,0.0,0.3729508196721311,high_uncertainty,bear_steepener,1.0,pay_spread,-36.57869271780402,-36.478692717804016,-0.1
2012-03-20,0.0197152556024644,6.511202425067003,1.0,0.0,0.3653005464480874,high_uncertainty,bear_steepener,1.0,pay_spread,25.94480970026801,26.04480970026801,-0.1
2012-03-21,0.01947641672718249,-2.3883887528190764,1.0,0.0,0.3944262295081967,high_uncertainty,bear_steepener,1.0,pay_spread,-9.653555011276305,-9.553555011276305,-0.1
2012-03-22,0.01905449321986731,-4.219235073151806,1.0,0.0,0.3867213114754098,high_uncertainty,bear_steepener,1.0,pay_spread,-16.976940292607225,-16.876940292607223,-0.1
2012-03-23,0.019109471442688195,0.5497822282088394,1.0,0.0,0.3868032786885246,high_uncertainty,bear_steepener,1.0,pay_spread,2.0991289128353574,2.1991289128353575,-0.1
2012-03-26,0.019068984999483604,-0.40486443204590383,1.0,0.0,0.4182513661202185,high_uncertainty,bear_steepener,1.0,pay_spread,-1.7194577281836154,-1.6194577281836153,-0.1
2012-03-27,0.0185347976063608,-5.3418739312280366,1.0,0.0,0.4181147540983607,high_uncertainty,bear_steepener,1.0,pay_spread,-21.467495724912148,-21.367495724912146,-0.1
2012-03-28,0.0184332149172928,-1.0158268906799994,1.0,0.0,0.4179781420765027,high_uncertainty,bear_steepener,1.0,pay_spread,-4.163307562719997,-4.063307562719998,-0.1
2012-03-29,0.017846505340798208,-5.867095764945929,1.0,0.0,0.4302732240437159,high_uncertainty,bear_steepener,1.0,pay_spread,-23.568383059783717,-23.468383059783715,-0.1
2012-03-30,0.0183181542380004,4.716488972021926,1.0,0.0,0.4177049180327868,high_uncertainty,bear_steepener,1.0,pay_spread,18.765955888087703,18.865955888087704,-0.1
2012-04-02,0.01852872890331711,2.1057466531670954,1.0,0.0,0.4398360655737705,high_uncertainty,bear_steepener,1.0,pay_spread,8.322986612668382,8.422986612668382,-0.1
2012-04-03,0.0194998753810096,9.711464776924888,1.0,0.0,0.4422950819672131,high_uncertainty,bear_steepener,1.0,pay_spread,38.74585910769955,38.84585910769955,-0.1
2012-04-04,0.020252882375529496,7.530069945198975,1.0,0.0,0.4422131147540984,high_uncertainty,bear_steepener,1.0,pay_spread,30.0202797807959,30.1202797807959,-0.1
2012-04-05,0.0205209304881218,2.680481125923034,1.0,0.0,0.4421311475409836,high_uncertainty,bear_steepener,1.0,pay_spread,10.621924503692137,10.721924503692136,-0.1
2012-04-09,0.0192391194149589,-12.818110731629002,1.0,0.0,0.4463387978142076,high_uncertainty,bear_steepener,1.0,pay_spread,-51.37244292651601,-51.27244292651601,-0.1
2012-04-10,0.0183714982416264,-8.676211733325001,1.0,0.0,0.4462021857923497,high_uncertainty,bear_steepener,1.0,pay_spread,-34.804846933300006,-34.704846933300004,-0.1
2012-04-11,0.0177431666840788,-6.283315575476012,1.0,0.0,0.4460655737704918,high_uncertainty,bear_steepener,1.0,pay_spread,-25.23326230190405,-25.133262301904047,-0.1
2012-04-12,0.01931231023799819,15.691435539193915,1.0,0.0,0.4559289617486338,high_uncertainty,bear_steepener,1.0,pay_spread,62.66574215677566,62.76574215677566,-0.1
2012-04-13,0.019339840254219795,0.27530016221605225,1.0,0.0,0.4529508196721311,high_uncertainty,bear_steepener,1.0,pay_spread,1.001200648864209,1.101200648864209,-0.1
2012-04-16,0.0182550724982449,-10.847677559748941,1.0,0.0,0.459535519125683,high_uncertainty,bear_steepener,1.0,pay_spread,-43.49071023899577,-43.390710238995766,-0.1
2012-04-17,0.019068881851194305,8.138093529494045,1.0,0.0,0.4363934426229509,high_uncertainty,bear_steepener,1.0,pay_spread,32.45237411797618,32.55237411797618,-0.1
2012-04-18,0.018057613409414294,-10.11268441780011,1.0,0.0,0.4291530054644809,high_uncertainty,bear_steepener,1.0,pay_spread,-40.550737671200444,-40.45073767120044,-0.1
2012-04-19,0.019854728552429105,17.9711514301481,1.0,0.0,0.4289617486338798,high_uncertainty,bear_steepener,1.0,pay_spread,71.78460572059241,71.8846057205924,-0.1
2012-04-20,0.0203893411328169,5.346125803877971,1.0,0.0,0.4318032786885246,high_uncertainty,bear_steepener,1.0,pay_spread,21.284503215511883,21.384503215511884,-0.1
2012-04-23,0.018740405027432905,-16.489361053839968,1.0,0.0,0.4244262295081967,high_uncertainty,bear_steepener,1.0,pay_spread,-66.05744421535987,-65.95744421535987,-0.1
2012-04-24,0.019263391438369304,5.229864109363991,1.0,0.0,0.4242896174863388,high_uncertainty,bear_steepener,1.0,pay_spread,20.819456437455962,20.919456437455963,-0.1
2012-04-25,0.018759662516873304,-5.037289214959994,1.0,0.0,0.4241530054644808,high_uncertainty,bear_steepener,1.0,pay_spread,-20.249156859839978,-20.149156859839977,-0.1
2012-04-26,0.019496985892164087,7.373233752907826,1.0,0.0,0.3831967213114754,high_uncertainty,bear_steepener,1.0,pay_spread,29.3929350116313,29.492935011631303,-0.1
2012-04-27,0.0202140149142538,7.1702902208971295,1.0,0.0,0.3832240437158469,high_uncertainty,bear_steepener,1.0,pay_spread,28.581160883588517,28.681160883588518,-0.1
2012-04-30,0.02101077576153869,7.967608472848886,1.0,0.0,0.3933060109289617,high_uncertainty,bear_steepener,1.0,pay_spread,31.77043389139554,31.870433891395543,-0.1
2012-05-02,0.021922834595586693,9.120588340480046,1.0,0.0,0.3833606557377049,high_uncertainty,bear_steepener,1.0,pay_spread,36.38235336192018,36.48235336192018,-0.1
2012-05-03,0.022221599720416513,2.9876512482981954,1.0,0.0,0.36,high_uncertainty,bear_steepener,1.0,pay_spread,11.850604993192782,11.950604993192782,-0.1
2012-05-04,0.0212612905855476,-9.60309134868914,1.0,0.0,0.383415300546448,high_uncertainty,bear_steepener,1.0,pay_spread,-38.512365394756564,-38.41236539475656,-0.1
2012-05-07,0.019322169220359592,-19.39121365188007,1.0,0.0,0.3834972677595629,high_uncertainty,bear_steepener,1.0,pay_spread,-77.66485460752027,-77.56485460752027,-0.1
2012-05-08,0.020509145648812704,11.869764284531126,1.0,0.0,0.4359016393442623,high_uncertainty,bear_steepener,1.0,pay_spread,47.3790571381245,47.4790571381245,-0.1
2012-05-09,0.02154120164883369,10.320560000209866,1.0,0.0,0.435792349726776,high_uncertainty,bear_steepener,1.0,pay_spread,41.182240000839464,41.282240000839465,-0.1
